skmodel,average_probs,std_probs,train_sr_all,train_sr_0,train_sr_1,train_air_1,pred_sr_all,pred_sr_0,pred_sr_1,pred_air_1,accuracy,bal_accuracy,gt_accuracy,gt_bal_accuracy,gt_sr_0,gt_sr_1,gt_sr_all,accuracy_p0,accuracy_p1,gt_accuracy_p0,gt_accuracy_p1,gt_train_cm_all,gt_train_cm_p0,gt_train_cm_p1,cm_p0,cm_p1,cm_p0_gt,cm_p1_gt,experiment_name,dataset_name,study,timestamp,sample_size,class_sep,flip_percentage,cm_p0_gt_tn,cm_p0_gt_fp,cm_p0_gt_fn,cm_p0_gt_tp,cm_p1_gt_tn,cm_p1_gt_fp,cm_p1_gt_fn,cm_p1_gt_tp,cm_p0_tn,cm_p0_fp,cm_p0_fn,cm_p0_tp,cm_p1_tn,cm_p1_fp,cm_p1_fn,cm_p1_tp,gt_train_cm_all_tn,gt_train_cm_all_fp,gt_train_cm_all_fn,gt_train_cm_all_tp,gt_train_cm_p0_tn,gt_train_cm_p0_fp,gt_train_cm_p0_fn,gt_train_cm_p0_tp,gt_train_cm_p1_tn,gt_train_cm_p1_fp,gt_train_cm_p1_fn,gt_train_cm_p1_tp,data_group,train_spd_1,train_eod_1,pred_spd_p1,pred_eod_p1,fair_index
RandomForestClassifier,0.7158,0.1288,0.5786,0.5931,0.4773,0.8047,0.59,0.626,0.3421,0.5465,0.7033333333333334,0.6938970990695128,0.6933333333333334,0.683064627256442,0.5916,0.5789,0.59,0.6893880012059089,0.6842105263157894,0.6893880012059089,0.6335227272727273,"[[283   0]
 [ 12 405]]","[[249   0]
 [  0 363]]","[[34  0]
 [12 42]]","[[ 64  43]
 [ 34 121]]","[[16  3]
 [ 9 10]]","[[ 64  43]
 [ 34 121]]","[[13  3]
 [12 10]]",unfair,sample_1000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:13:01.827804,1000,1.0,0.2,64,43,34,121,13,3,12,10,64,43,34,121,16.0,3.0,9.0,10.0,283,0,12,405,249.0,0.0,0.0,363.0,34,0,12,42,1.0,-0.11579999999999996,-0.2543293718166384,-0.2839,-0.2543293718166384,-0.2691146859083192
LogisticRegression,0.6903,0.0671,0.5786,0.5931,0.4773,0.8047,0.7933,0.8053,0.7105,0.8823,0.72,0.6776135741652982,0.7166666666666667,0.6693537274355794,0.5916,0.5789,0.59,0.6593307205305999,0.7894736842105263,0.6593307205305999,0.7357954545454546,"[[283   0]
 [ 12 405]]","[[249   0]
 [  0 363]]","[[34  0]
 [12 42]]","[[ 41  66]
 [ 10 145]]","[[11  8]
 [ 0 19]]","[[ 41  66]
 [ 10 145]]","[[ 9  7]
 [ 2 20]]",unfair,sample_1000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:13:01.899849,1000,1.0,0.2,41,66,10,145,9,7,2,20,41,66,10,145,11.0,8.0,0.0,19.0,283,0,12,405,249.0,0.0,0.0,363.0,34,0,12,42,1.0,-0.11579999999999996,0.06451612903225812,-0.0948,0.06451612903225812,-0.015141935483870939
SVC,0.5868,0.0347,0.5786,0.5931,0.4773,0.8047,0.9867,0.9847,1.0,1.0155,0.5666666666666667,0.4885057471264368,0.5766666666666667,0.4887005649717514,0.5916,0.5789,0.59,0.4870967741935484,0.5,0.4870967741935484,0.5,"[[283   0]
 [ 12 405]]","[[249   0]
 [  0 363]]","[[34  0]
 [12 42]]","[[  0 107]
 [  4 151]]","[[ 0 19]
 [ 0 19]]","[[  0 107]
 [  4 151]]","[[ 0 16]
 [ 0 22]]",unfair,sample_1000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:13:01.973400,1000,1.0,0.2,0,107,4,151,0,16,0,22,0,107,4,151,0.0,19.0,0.0,19.0,283,0,12,405,249.0,0.0,0.0,363.0,34,0,12,42,1.0,-0.11579999999999996,0.02580645161290318,0.01529999999999998,0.02580645161290318,0.02055322580645158
LinearDiscriminantAnalysis,0.7101,0.1077,0.5786,0.5931,0.4773,0.8047,0.7533,0.7786,0.5789,0.7436,0.7,0.663656267104543,0.6966666666666667,0.6561251205732397,0.5916,0.5789,0.59,0.6604461863129334,0.6578947368421053,0.6604461863129334,0.6221590909090908,"[[283   0]
 [ 12 405]]","[[249   0]
 [  0 363]]","[[34  0]
 [12 42]]","[[ 44  63]
 [ 14 141]]","[[11  8]
 [ 5 14]]","[[ 44  63]
 [ 14 141]]","[[ 9  7]
 [ 7 15]]",unfair,sample_1000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:13:02.023552,1000,1.0,0.2,44,63,14,141,9,7,7,15,44,63,14,141,11.0,8.0,5.0,14.0,283,0,12,405,249.0,0.0,0.0,363.0,34,0,12,42,1.0,-0.11579999999999996,-0.17283531409168085,-0.1997,-0.17283531409168085,-0.18626765704584042
GradientBoostingClassifier,0.721,0.1197,0.5786,0.5931,0.4773,0.8047,0.67,0.7099,0.3947,0.556,0.6833333333333333,0.6602353585112206,0.6733333333333333,0.6475127463139039,0.5916,0.5789,0.59,0.6576725957190233,0.631578947368421,0.6576725957190233,0.5710227272727273,"[[283   0]
 [ 12 405]]","[[249   0]
 [  0 363]]","[[34  0]
 [12 42]]","[[ 51  56]
 [ 25 130]]","[[14  5]
 [ 9 10]]","[[ 51  56]
 [ 25 130]]","[[11  5]
 [12 10]]",unfair,sample_1000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:13:02.255460,1000,1.0,0.2,51,56,25,130,11,5,12,10,51,56,25,130,14.0,5.0,9.0,10.0,283,0,12,405,249.0,0.0,0.0,363.0,34,0,12,42,1.0,-0.11579999999999996,-0.3123938879456707,-0.3152,-0.3123938879456707,-0.3137969439728353
MLPClassifier,1.0,0.0,0.5786,0.5931,0.4773,0.8047,0.0,0.0,0.0,,0.42,0.5,0.41,0.5,0.5916,0.5789,0.59,0.5,0.5,0.5,0.5,"[[283   0]
 [ 12 405]]","[[249   0]
 [  0 363]]","[[34  0]
 [12 42]]","[[107   0]
 [155   0]]","[[19  0]
 [19  0]]","[[107   0]
 [155   0]]","[[16  0]
 [22  0]]",unfair,sample_1000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:13:02.572301,1000,1.0,0.2,107,0,155,0,16,0,22,0,107,0,155,0,19.0,0.0,19.0,0.0,283,0,12,405,249.0,0.0,0.0,363.0,34,0,12,42,1.0,-0.11579999999999996,0.0,0.0,0.0,0.0
KNeighborsClassifier,0.7173,0.1392,0.5786,0.5931,0.4773,0.8047,0.7267,0.729,0.7105,0.9746,0.5333333333333333,0.4969896004378763,0.53,0.4888383629599008,0.5916,0.5789,0.59,0.4842327404280977,0.5789473684210527,0.4842327404280977,0.5198863636363636,"[[283   0]
 [ 12 405]]","[[249   0]
 [  0 363]]","[[34  0]
 [12 42]]","[[ 27  80]
 [ 44 111]]","[[ 7 12]
 [ 4 15]]","[[ 27  80]
 [ 44 111]]","[[ 5 11]
 [ 6 16]]",unfair,sample_1000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:13:02.635270,1000,1.0,0.2,27,80,44,111,5,11,6,16,27,80,44,111,7.0,12.0,4.0,15.0,283,0,12,405,249.0,0.0,0.0,363.0,34,0,12,42,1.0,-0.11579999999999996,0.07334465195246176,-0.01849999999999996,0.07334465195246176,0.0274223259762309
QuadraticDiscriminantAnalysis,0.9708,0.0884,0.5786,0.5931,0.4773,0.8047,0.6933,0.7099,0.5789,0.8155,0.6866666666666666,0.6598248494800218,0.6833333333333333,0.6535069587984015,0.5916,0.5789,0.59,0.6576725957190233,0.6578947368421053,0.6576725957190233,0.6221590909090908,"[[283   0]
 [ 12 405]]","[[249   0]
 [  0 363]]","[[34  0]
 [12 42]]","[[ 51  56]
 [ 25 130]]","[[11  8]
 [ 5 14]]","[[ 51  56]
 [ 25 130]]","[[ 9  7]
 [ 7 15]]",unfair,sample_1000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:13:02.723151,1000,1.0,0.2,51,56,25,130,9,7,7,15,51,56,25,130,11.0,8.0,5.0,14.0,283,0,12,405,249.0,0.0,0.0,363.0,34,0,12,42,1.0,-0.11579999999999996,-0.10186757215619702,-0.131,-0.10186757215619702,-0.11643378607809851
GaussianNB,0.9119,0.0711,0.5786,0.5931,0.4773,0.8047,0.78,0.7939,0.6842,0.8618,0.72,0.6798029556650246,0.71,0.6649441918147995,0.5916,0.5789,0.59,0.6575520048236358,0.8157894736842105,0.6575520048236358,0.7130681818181819,"[[283   0]
 [ 12 405]]","[[249   0]
 [  0 363]]","[[34  0]
 [12 42]]","[[ 42  65]
 [ 12 143]]","[[12  7]
 [ 0 19]]","[[ 42  65]
 [ 12 143]]","[[ 9  7]
 [ 3 19]]",unfair,sample_1000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:13:02.755940,1000,1.0,0.2,42,65,12,143,9,7,3,19,42,65,12,143,12.0,7.0,0.0,19.0,283,0,12,405,249.0,0.0,0.0,363.0,34,0,12,42,1.0,-0.11579999999999996,0.07741935483870965,-0.10970000000000002,0.07741935483870965,-0.016140322580645183
XGBClassifier,0.8119000196456909,0.1476999968290329,0.5786,0.5931,0.4773,0.8047,0.5867,0.6107,0.4211,0.6895,0.6866666666666666,0.6773399014778325,0.6833333333333333,0.6733498690919113,0.5916,0.5789,0.59,0.6843834790473319,0.6052631578947368,0.6843834790473319,0.59375,"[[283   0]
 [ 12 405]]","[[249   0]
 [  0 363]]","[[34  0]
 [12 42]]","[[ 65  42]
 [ 37 118]]","[[13  6]
 [ 9 10]]","[[ 65  42]
 [ 37 118]]","[[11  5]
 [11 11]]",unfair,sample_1000_sep_1_flipped_0.2.csv,study_adult,2025-09-21T11:13:02.937683,1000,1.0,0.2,65,42,37,118,11,5,11,11,65,42,37,118,13.0,6.0,9.0,10.0,283,0,12,405,249.0,0.0,0.0,363.0,34,0,12,42,1.0,-0.11579999999999996,-0.23497453310696093,-0.18960000000000005,-0.23497453310696093,-0.21228726655348049
RandomForestClassifier,0.7316,0.1372,0.5671,0.5882,0.4205,0.7148,0.63,0.645,0.5263,0.8159,0.6733333333333333,0.656,0.6666666666666666,0.6470289487049263,0.6031,0.5526,0.5967,0.6601144109055501,0.6092436974789917,0.6601144109055501,0.5504201680672269,"[[285   0]
 [ 18 397]]","[[252   0]
 [  0 360]]","[[33  0]
 [18 37]]","[[ 57  47]
 [ 36 122]]","[[12  9]
 [ 6 11]]","[[ 57  47]
 [ 36 122]]","[[ 9  8]
 [ 9 12]]",unfair,sample_1000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:13:03.030726,1000,1.0,0.3,57,47,36,122,9,8,9,12,57,47,36,122,12.0,9.0,6.0,11.0,285,0,18,397,252.0,0.0,0.0,360.0,33,0,18,37,1.0,-0.16769999999999996,-0.12509307520476542,-0.11870000000000003,-0.12509307520476542,-0.12189653760238273
LogisticRegression,0.6794,0.0697,0.5671,0.5882,0.4205,0.7148,0.8333,0.8359,0.8158,0.976,0.6766666666666666,0.6245714285714286,0.6833333333333333,0.623505240315804,0.6031,0.5526,0.5967,0.6270082765335929,0.6134453781512605,0.6270082765335929,0.5994397759103641,"[[285   0]
 [ 18 397]]","[[252   0]
 [  0 360]]","[[33  0]
 [18 37]]","[[ 33  71]
 [ 10 148]]","[[ 6 15]
 [ 1 16]]","[[ 33  71]
 [ 10 148]]","[[ 5 12]
 [ 2 19]]",unfair,sample_1000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:13:03.103759,1000,1.0,0.3,33,71,10,148,5,12,2,19,33,71,10,148,6.0,15.0,1.0,16.0,285,0,18,397,252.0,0.0,0.0,360.0,33,0,18,37,1.0,-0.16769999999999996,0.004467609828741614,-0.020100000000000007,0.004467609828741614,-0.007816195085629196
SVC,0.5722,0.0412,0.5671,0.5882,0.4205,0.7148,1.0,1.0,1.0,1.0,0.5833333333333334,0.5,0.5966666666666667,0.5,0.6031,0.5526,0.5967,0.5,0.5,0.5,0.5,"[[285   0]
 [ 18 397]]","[[252   0]
 [  0 360]]","[[33  0]
 [18 37]]","[[  0 104]
 [  0 158]]","[[ 0 21]
 [ 0 17]]","[[  0 104]
 [  0 158]]","[[ 0 17]
 [ 0 21]]",unfair,sample_1000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:13:03.168976,1000,1.0,0.3,0,104,0,158,0,17,0,21,0,104,0,158,0.0,21.0,0.0,17.0,285,0,18,397,252.0,0.0,0.0,360.0,33,0,18,37,1.0,-0.16769999999999996,0.0,0.0,0.0,0.0
LinearDiscriminantAnalysis,0.7175,0.1159,0.5671,0.5882,0.4205,0.7148,0.7233,0.7595,0.4737,0.6236,0.6733333333333333,0.64,0.6733333333333333,0.6352093817812456,0.6031,0.5526,0.5967,0.6354673807205453,0.6036414565826331,0.6354673807205453,0.6092436974789917,"[[285   0]
 [ 18 397]]","[[252   0]
 [  0 360]]","[[33  0]
 [18 37]]","[[ 42  62]
 [ 21 137]]","[[13  8]
 [ 7 10]]","[[ 42  62]
 [ 21 137]]","[[11  6]
 [ 9 12]]",unfair,sample_1000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:13:03.211004,1000,1.0,0.3,42,62,21,137,11,6,9,12,42,62,21,137,13.0,8.0,7.0,10.0,285,0,18,397,252.0,0.0,0.0,360.0,33,0,18,37,1.0,-0.16769999999999996,-0.2788533134772896,-0.28579999999999994,-0.2788533134772896,-0.28232665673864477
GradientBoostingClassifier,0.7223,0.1172,0.5671,0.5882,0.4205,0.7148,0.6767,0.7099,0.4474,0.6302,0.66,0.6342857142857143,0.6666666666666666,0.637656401495914,0.6031,0.5526,0.5967,0.6341893865628043,0.5742296918767507,0.6341893865628043,0.6386554621848739,"[[285   0]
 [ 18 397]]","[[252   0]
 [  0 360]]","[[33  0]
 [18 37]]","[[ 47  57]
 [ 29 129]]","[[13  8]
 [ 8  9]]","[[ 47  57]
 [ 29 129]]","[[12  5]
 [ 9 12]]",unfair,sample_1000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:13:03.421281,1000,1.0,0.3,47,57,29,129,12,5,9,12,47,57,29,129,13.0,8.0,8.0,9.0,285,0,18,397,252.0,0.0,0.0,360.0,33,0,18,37,1.0,-0.16769999999999996,-0.2870439314966493,-0.26249999999999996,-0.2870439314966493,-0.27477196574832463
MLPClassifier,1.0,0.0,0.5671,0.5882,0.4205,0.7148,0.0,0.0,0.0,,0.4166666666666667,0.5,0.4033333333333333,0.5,0.6031,0.5526,0.5967,0.5,0.5,0.5,0.5,"[[285   0]
 [ 18 397]]","[[252   0]
 [  0 360]]","[[33  0]
 [18 37]]","[[104   0]
 [158   0]]","[[21  0]
 [17  0]]","[[104   0]
 [158   0]]","[[17  0]
 [21  0]]",unfair,sample_1000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:13:03.620083,1000,1.0,0.3,104,0,158,0,17,0,21,0,104,0,158,0,21.0,0.0,17.0,0.0,285,0,18,397,252.0,0.0,0.0,360.0,33,0,18,37,1.0,-0.16769999999999996,0.0,0.0,0.0,0.0
KNeighborsClassifier,0.716,0.1374,0.5671,0.5882,0.4205,0.7148,0.7067,0.7137,0.6579,0.9218,0.5233333333333333,0.4885714285714286,0.5366666666666666,0.4965834064361235,0.6031,0.5526,0.5967,0.4858812074001947,0.4901960784313726,0.4858812074001947,0.5630252100840336,"[[285   0]
 [ 18 397]]","[[252   0]
 [  0 360]]","[[33  0]
 [18 37]]","[[ 28  76]
 [ 47 111]]","[[ 7 14]
 [ 6 11]]","[[ 28  76]
 [ 47 111]]","[[ 7 10]
 [ 6 15]]",unfair,sample_1000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:13:03.681398,1000,1.0,0.3,28,76,47,111,7,10,6,15,28,76,47,111,7.0,14.0,6.0,11.0,285,0,18,397,252.0,0.0,0.0,360.0,33,0,18,37,1.0,-0.16769999999999996,-0.055472822040208425,-0.05579999999999996,-0.055472822040208425,-0.05563641102010419
QuadraticDiscriminantAnalysis,0.9994,0.0089,0.5671,0.5882,0.4205,0.7148,0.96,0.958,0.9737,1.0164,0.59,0.5137142857142857,0.6033333333333334,0.5149591393877834,0.6031,0.5526,0.5967,0.5130233690360273,0.5238095238095238,0.5130233690360273,0.5294117647058824,"[[285   0]
 [ 18 397]]","[[252   0]
 [  0 360]]","[[33  0]
 [18 37]]","[[  6  98]
 [  5 153]]","[[ 1 20]
 [ 0 17]]","[[  6  98]
 [  5 153]]","[[ 1 16]
 [ 0 21]]",unfair,sample_1000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:13:03.804617,1000,1.0,0.3,6,98,5,153,1,16,0,21,6,98,5,153,1.0,20.0,0.0,17.0,285,0,18,397,252.0,0.0,0.0,360.0,33,0,18,37,1.0,-0.16769999999999996,0.03164556962025311,0.015700000000000047,0.03164556962025311,0.02367278481012658
GaussianNB,0.9175,0.0493,0.5671,0.5882,0.4205,0.7148,0.83,0.8359,0.7895,0.9445,0.6733333333333333,0.6217142857142857,0.68,0.6207119442264186,0.6031,0.5526,0.5967,0.6270082765335929,0.5840336134453781,0.6270082765335929,0.5756302521008403,"[[285   0]
 [ 18 397]]","[[252   0]
 [  0 360]]","[[33  0]
 [18 37]]","[[ 33  71]
 [ 10 148]]","[[ 6 15]
 [ 2 15]]","[[ 33  71]
 [ 10 148]]","[[ 5 12]
 [ 3 18]]",unfair,sample_1000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:13:03.836058,1000,1.0,0.3,33,71,10,148,5,12,3,18,33,71,10,148,6.0,15.0,2.0,15.0,285,0,18,397,252.0,0.0,0.0,360.0,33,0,18,37,1.0,-0.16769999999999996,-0.054355919583023105,-0.0464,-0.054355919583023105,-0.05037795979151155
XGBClassifier,0.8241000175476074,0.1490000039339065,0.5671,0.5882,0.4205,0.7148,0.6067,0.626,0.4737,0.7567,0.6233333333333333,0.6085714285714285,0.63,0.6136248210905397,0.6031,0.5526,0.5967,0.6124026290165531,0.5504201680672269,0.6124026290165531,0.6092436974789917,"[[285   0]
 [ 18 397]]","[[252   0]
 [  0 360]]","[[33  0]
 [18 37]]","[[ 53  51]
 [ 45 113]]","[[12  9]
 [ 8  9]]","[[ 53  51]
 [ 45 113]]","[[11  6]
 [ 9 12]]",unfair,sample_1000_sep_1_flipped_0.3.csv,study_adult,2025-09-21T11:13:04.008190,1000,1.0,0.3,53,51,45,113,11,6,9,12,53,51,45,113,12.0,9.0,8.0,9.0,285,0,18,397,252.0,0.0,0.0,360.0,33,0,18,37,1.0,-0.16769999999999996,-0.1857781087118392,-0.1523,-0.1857781087118392,-0.1690390543559196
RandomForestClassifier,0.7211,0.1287,0.5529,0.5817,0.3523,0.6056,0.62,0.6565,0.3684,0.5612,0.67,0.6533691608102522,0.6666666666666666,0.6456117021276595,0.6183,0.6842,0.6267,0.6508024691358025,0.5811594202898551,0.6508024691358025,0.6474358974358975,"[[294   0]
 [ 19 387]]","[[256   0]
 [  0 356]]","[[38  0]
 [19 31]]","[[ 53  47]
 [ 37 125]]","[[16  7]
 [ 8  7]]","[[ 53  47]
 [ 37 125]]","[[10  2]
 [14 12]]",unfair,sample_1000_sep_1_flipped_0.4.csv,study_adult,2025-09-21T11:13:04.098245,1000,1.0,0.4,53,47,37,125,10,2,14,12,53,47,37,125,16.0,7.0,8.0,7.0,294,0,19,387,256.0,0.0,0.0,356.0,38,0,19,31,1.0,-0.2294,-0.30493827160493825,-0.28809999999999997,-0.30493827160493825,-0.29651913580246914
LogisticRegression,0.6736,0.0739,0.5529,0.5817,0.3523,0.6056,0.84,0.8626,0.6842,0.7932,0.67,0.6124431583298884,0.7,0.6216755319148937,0.6183,0.6842,0.6267,0.6153086419753087,0.5405797101449274,0.6153086419753087,0.6955128205128205,"[[294   0]
 [ 19 387]]","[[256   0]
 [  0 356]]","[[38  0]
 [19 31]]","[[ 28  72]
 [  8 154]]","[[ 8 15]
 [ 4 11]]","[[ 28  72]
 [  8 154]]","[[ 7  5]
 [ 5 21]]",unfair,sample_1000_sep_1_flipped_0.4.csv,study_adult,2025-09-21T11:13:04.170920,1000,1.0,0.4,28,72,8,154,7,5,5,21,28,72,8,154,8.0,15.0,4.0,11.0,294,0,19,387,256.0,0.0,0.0,356.0,38,0,19,31,1.0,-0.2294,-0.217283950617284,-0.1784,-0.217283950617284,-0.197841975308642
SVC,0.5783,0.033,0.5529,0.5817,0.3523,0.6056,0.8467,0.8359,0.9211,1.1019,0.57,0.5078544853245143,0.5933333333333334,0.5058890577507599,0.6183,0.6842,0.6267,0.504753086419753,0.5652173913043478,0.504753086419753,0.5032051282051282,"[[294   0]
 [ 19 387]]","[[256   0]
 [  0 356]]","[[38  0]
 [19 31]]","[[ 17  83]
 [ 26 136]]","[[ 3 20]
 [ 0 15]]","[[ 17  83]
 [ 26 136]]","[[ 1 11]
 [ 2 24]]",unfair,sample_1000_sep_1_flipped_0.4.csv,study_adult,2025-09-21T11:13:04.230939,1000,1.0,0.4,17,83,26,136,1,11,2,24,17,83,26,136,3.0,20.0,0.0,15.0,294,0,19,387,256.0,0.0,0.0,356.0,38,0,19,31,1.0,-0.2294,0.16049382716049387,0.08520000000000005,0.16049382716049387,0.12284691358024696
LinearDiscriminantAnalysis,0.7243,0.1102,0.5529,0.5817,0.3523,0.6056,0.7433,0.8321,0.1316,0.1581,0.6733333333333333,0.6338707454871159,0.6566666666666666,0.6015387537993921,0.6183,0.6842,0.6267,0.6148765432098765,0.5014492753623189,0.6148765432098765,0.5961538461538461,"[[294   0]
 [ 19 387]]","[[256   0]
 [  0 356]]","[[38  0]
 [19 31]]","[[ 31  69]
 [ 13 149]]","[[20  3]
 [13  2]]","[[ 31  69]
 [ 13 149]]","[[12  0]
 [21  5]]",unfair,sample_1000_sep_1_flipped_0.4.csv,study_adult,2025-09-21T11:13:04.288481,1000,1.0,0.4,31,69,13,149,12,0,21,5,31,69,13,149,20.0,3.0,13.0,2.0,294,0,19,387,256.0,0.0,0.0,356.0,38,0,19,31,1.0,-0.2294,-0.7864197530864198,-0.7004999999999999,-0.7864197530864198,-0.7434598765432099
GradientBoostingClassifier,0.7029,0.117,0.5529,0.5817,0.3523,0.6056,0.7367,0.771,0.5,0.6485,0.66,0.621331128565523,0.67,0.6175911854103344,0.6183,0.6842,0.6267,0.605925925925926,0.6376811594202898,0.605925925925926,0.7435897435897436,"[[294   0]
 [ 19 387]]","[[256   0]
 [  0 356]]","[[38  0]
 [19 31]]","[[ 36  64]
 [ 24 138]]","[[14  9]
 [ 5 10]]","[[ 36  64]
 [ 24 138]]","[[10  2]
 [ 9 17]]",unfair,sample_1000_sep_1_flipped_0.4.csv,study_adult,2025-09-21T11:13:04.545699,1000,1.0,0.4,36,64,24,138,10,2,9,17,36,64,24,138,14.0,9.0,5.0,10.0,294,0,19,387,256.0,0.0,0.0,356.0,38,0,19,31,1.0,-0.2294,-0.18518518518518523,-0.271,-0.18518518518518523,-0.22809259259259262
MLPClassifier,1.0,0.0,0.5529,0.5817,0.3523,0.6056,0.0,0.0,0.0,,0.41,0.5,0.3733333333333333,0.5,0.6183,0.6842,0.6267,0.5,0.5,0.5,0.5,"[[294   0]
 [ 19 387]]","[[256   0]
 [  0 356]]","[[38  0]
 [19 31]]","[[100   0]
 [162   0]]","[[23  0]
 [15  0]]","[[100   0]
 [162   0]]","[[12  0]
 [26  0]]",unfair,sample_1000_sep_1_flipped_0.4.csv,study_adult,2025-09-21T11:13:04.792882,1000,1.0,0.4,100,0,162,0,12,0,26,0,100,0,162,0,23.0,0.0,15.0,0.0,294,0,19,387,256.0,0.0,0.0,356.0,38,0,19,31,1.0,-0.2294,0.0,0.0,0.0,0.0
KNeighborsClassifier,0.712,0.1388,0.5529,0.5817,0.3523,0.6056,0.72,0.7214,0.7105,0.985,0.5366666666666666,0.4969684442607138,0.5466666666666666,0.4903115501519757,0.6183,0.6842,0.6267,0.4849382716049383,0.5739130434782609,0.4849382716049383,0.532051282051282,"[[294   0]
 [ 19 387]]","[[256   0]
 [  0 356]]","[[38  0]
 [19 31]]","[[ 26  74]
 [ 47 115]]","[[ 8 15]
 [ 3 12]]","[[ 26  74]
 [ 47 115]]","[[ 4  8]
 [ 7 19]]",unfair,sample_1000_sep_1_flipped_0.4.csv,study_adult,2025-09-21T11:13:04.868331,1000,1.0,0.4,26,74,47,115,4,8,7,19,26,74,47,115,8.0,15.0,3.0,12.0,294,0,19,387,256.0,0.0,0.0,356.0,38,0,19,31,1.0,-0.2294,0.09012345679012346,-0.01090000000000002,0.09012345679012346,0.03961172839506172
QuadraticDiscriminantAnalysis,0.9973,0.018,0.5529,0.5817,0.3523,0.6056,0.87,0.8969,0.6842,0.7628,0.64,0.5758577924762298,0.67,0.5814969604863222,0.6183,0.6842,0.6267,0.5703086419753086,0.5405797101449274,0.5703086419753086,0.6955128205128205,"[[294   0]
 [ 19 387]]","[[256   0]
 [  0 356]]","[[38  0]
 [19 31]]","[[ 19  81]
 [  8 154]]","[[ 8 15]
 [ 4 11]]","[[ 19  81]
 [  8 154]]","[[ 7  5]
 [ 5 21]]",unfair,sample_1000_sep_1_flipped_0.4.csv,study_adult,2025-09-21T11:13:04.966614,1000,1.0,0.4,19,81,8,154,7,5,5,21,19,81,8,154,8.0,15.0,4.0,11.0,294,0,19,387,256.0,0.0,0.0,356.0,38,0,19,31,1.0,-0.2294,-0.217283950617284,-0.2127,-0.217283950617284,-0.214991975308642
GaussianNB,0.9179,0.0517,0.5529,0.5817,0.3523,0.6056,0.84,0.8626,0.6842,0.7932,0.67,0.6124431583298884,0.7,0.6216755319148937,0.6183,0.6842,0.6267,0.6153086419753087,0.5405797101449274,0.6153086419753087,0.6955128205128205,"[[294   0]
 [ 19 387]]","[[256   0]
 [  0 356]]","[[38  0]
 [19 31]]","[[ 28  72]
 [  8 154]]","[[ 8 15]
 [ 4 11]]","[[ 28  72]
 [  8 154]]","[[ 7  5]
 [ 5 21]]",unfair,sample_1000_sep_1_flipped_0.4.csv,study_adult,2025-09-21T11:13:04.994754,1000,1.0,0.4,28,72,8,154,7,5,5,21,28,72,8,154,8.0,15.0,4.0,11.0,294,0,19,387,256.0,0.0,0.0,356.0,38,0,19,31,1.0,-0.2294,-0.217283950617284,-0.1784,-0.217283950617284,-0.197841975308642
XGBClassifier,0.8162999749183655,0.149399995803833,0.5529,0.5817,0.3523,0.6056,0.6267,0.6489,0.4737,0.73,0.5966666666666667,0.5763400854347527,0.6,0.5725683890577508,0.6183,0.6842,0.6267,0.5637654320987654,0.6043478260869566,0.5637654320987654,0.6634615384615384,"[[294   0]
 [ 19 387]]","[[256   0]
 [  0 356]]","[[38  0]
 [19 31]]","[[ 43  57]
 [ 49 113]]","[[14  9]
 [ 6  9]]","[[ 43  57]
 [ 49 113]]","[[ 9  3]
 [11 15]]",unfair,sample_1000_sep_1_flipped_0.4.csv,study_adult,2025-09-21T11:13:05.176796,1000,1.0,0.4,43,57,49,113,9,3,11,15,43,57,49,113,14.0,9.0,6.0,9.0,294,0,19,387,256.0,0.0,0.0,356.0,38,0,19,31,1.0,-0.2294,-0.09753086419753088,-0.17520000000000002,-0.09753086419753088,-0.13636543209876545
